timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767869844.90,2026-01-08 16:27:24,0,0,0,0.0%,125,NORMAL,0.0,0.0,0.2,False
1767869852.78,2026-01-08 16:27:32,12,12,12,5.8%,125,NORMAL,0.0,0.0,0.2,False
1767869856.77,2026-01-08 16:27:36,12,12,12,7.7%,125,NORMAL,0.0,0.0,0.2,False
1767869860.45,2026-01-08 16:27:40,12,12,13,8.6%,125,NORMAL,0.0,0.0,0.2,False
1767869864.08,2026-01-08 16:27:44,12,12,13,9.2%,125,NORMAL,0.0,0.0,0.2,False
1767869867.90,2026-01-08 16:27:47,14,14,15,9.9%,125,NORMAL,0.0,0.0,0.2,False
1767869871.60,2026-01-08 16:27:51,13,14,15,10.3%,125,NORMAL,0.0,0.0,0.2,False
1767869875.23,2026-01-08 16:27:55,12,14,15,10.4%,125,NORMAL,0.0,0.0,0.2,False
1767869878.87,2026-01-08 16:27:58,12,14,15,10.5%,125,NORMAL,0.0,0.0,0.2,False
1767869882.67,2026-01-08 16:28:02,13,14,16,10.7%,125,NORMAL,0.0,0.0,0.2,False
1767869886.44,2026-01-08 16:28:06,14,14,16,11.0%,125,NORMAL,0.0,0.0,0.2,False
1767869890.30,2026-01-08 16:28:10,13,14,16,11.1%,125,NORMAL,0.0,0.0,0.2,False
1767869894.14,2026-01-08 16:28:14,13,14,16,11.2%,125,NORMAL,0.0,0.0,0.2,False
1767869898.38,2026-01-08 16:28:18,13,14,16,11.3%,125,NORMAL,0.0,0.0,0.2,False
1767869902.67,2026-01-08 16:28:22,13,14,16,11.4%,125,NORMAL,0.0,0.0,0.3,False
1767869906.98,2026-01-08 16:28:26,13,14,16,11.4%,125,NORMAL,0.0,0.0,0.3,False
1767869910.95,2026-01-08 16:28:30,14,14,17,11.5%,125,NORMAL,0.0,0.0,0.3,False
1767869914.89,2026-01-08 16:28:34,15,15,18,11.7%,125,NORMAL,0.0,0.0,0.3,False
1767869918.81,2026-01-08 16:28:38,12,15,18,11.7%,125,NORMAL,0.0,0.0,0.3,False
1767869922.80,2026-01-08 16:28:42,13,15,18,11.7%,125,NORMAL,0.0,0.0,0.3,False
1767869926.92,2026-01-08 16:28:46,15,15,18,11.8%,125,NORMAL,0.0,0.0,0.3,False
1767869930.92,2026-01-08 16:28:50,15,15,18,11.9%,125,NORMAL,0.0,0.0,0.3,False
1767869934.92,2026-01-08 16:28:54,14,15,18,12.0%,125,NORMAL,0.0,0.0,0.3,False
1767869939.11,2026-01-08 16:28:59,14,15,18,12.1%,125,NORMAL,0.0,0.0,0.3,False
1767869943.15,2026-01-08 16:29:03,13,15,18,12.1%,125,NORMAL,0.0,0.0,0.3,False
1767869947.36,2026-01-08 16:29:07,14,15,18,12.1%,125,NORMAL,0.0,0.0,0.3,False
1767869951.50,2026-01-08 16:29:11,13,15,18,12.1%,125,NORMAL,0.0,0.0,0.3,False
1767869955.64,2026-01-08 16:29:15,13,15,18,12.1%,125,NORMAL,0.0,0.0,0.3,False
1767869959.77,2026-01-08 16:29:19,12,15,18,12.1%,125,NORMAL,0.0,0.0,0.3,False
1767869964.04,2026-01-08 16:29:24,14,15,20,12.2%,125,NORMAL,1200.0,0.0,0.3,False
1767869968.47,2026-01-08 16:29:28,14,15,20,12.6%,125,NORMAL,1161.3,0.0,0.3,False
1767869973.69,2026-01-08 16:29:33,15,15,21,12.7%,125,NORMAL,1181.2,0.0,0.3,False
1767869978.51,2026-01-08 16:29:38,15,15,21,12.8%,125,NORMAL,1145.5,0.0,0.3,False
1767869983.02,2026-01-08 16:29:43,16,16,21,12.9%,125,NORMAL,1111.8,0.0,0.3,False
1767869987.87,2026-01-08 16:29:47,15,16,21,13.0%,125,NORMAL,1080.0,0.0,0.3,False
1767869992.45,2026-01-08 16:29:52,15,16,21,13.0%,125,NORMAL,1050.0,0.0,0.3,False
