timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767797862.73,2026-01-07 20:27:42,0,0,0,0.0%,152,NORMAL,0.0,0.0,0.9,False
1767797863.85,2026-01-07 20:27:43,20,23,23,7.8%,152,NORMAL,0.0,0.0,2.0,False
1767797865.05,2026-01-07 20:27:45,17,23,24,9.6%,152,NORMAL,0.0,0.0,3.0,False
1767797866.08,2026-01-07 20:27:46,20,23,26,11.1%,152,NORMAL,0.0,0.0,3.6,False
1767797867.27,2026-01-07 20:27:47,20,23,28,12.0%,152,NORMAL,0.0,0.0,4.1,False
1767797868.29,2026-01-07 20:27:48,18,23,29,12.4%,152,NORMAL,0.0,0.0,4.5,False
1767797869.36,2026-01-07 20:27:49,17,23,30,12.5%,152,NORMAL,1636.4,0.0,4.9,False
1767797870.58,2026-01-07 20:27:50,18,23,32,12.7%,152,NORMAL,1476.9,0.0,5.5,False
1767797871.61,2026-01-07 20:27:51,18,23,34,12.9%,152,NORMAL,1330.4,0.0,5.9,False
