timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767798498.29,2026-01-07 20:38:18,0,0,0,0.0%,125,NORMAL,0.0,0.0,0.2,False
1767798503.53,2026-01-07 20:38:23,2,2,2,1.0%,125,NORMAL,0.0,0.0,0.2,False
1767798508.90,2026-01-07 20:38:28,2,2,2,1.3%,125,NORMAL,0.0,0.0,0.2,False
1767798514.14,2026-01-07 20:38:34,2,2,2,1.5%,125,NORMAL,0.0,0.0,0.2,False
1767798519.59,2026-01-07 20:38:39,2,2,2,1.6%,125,NORMAL,0.0,0.0,0.2,False
1767798524.87,2026-01-07 20:38:44,2,2,2,1.7%,125,NORMAL,0.0,0.0,0.2,False
1767798530.14,2026-01-07 20:38:50,1,2,2,1.6%,125,NORMAL,0.0,0.0,0.2,False
1767798536.67,2026-01-07 20:38:56,1,2,2,1.5%,125,NORMAL,0.0,0.0,0.2,False
1767798542.40,2026-01-07 20:39:02,1,2,2,1.4%,125,NORMAL,0.0,0.0,0.2,False
1767798547.87,2026-01-07 20:39:07,1,2,2,1.4%,125,NORMAL,0.0,0.0,0.2,False
1767798553.29,2026-01-07 20:39:13,1,2,2,1.4%,125,NORMAL,0.0,0.0,0.2,False
1767798558.94,2026-01-07 20:39:18,1,2,2,1.3%,125,NORMAL,0.0,0.0,0.2,False
1767798564.61,2026-01-07 20:39:24,1,2,2,1.3%,125,NORMAL,0.0,0.0,0.2,False
1767798570.38,2026-01-07 20:39:30,1,2,2,1.3%,125,NORMAL,0.0,0.0,0.2,False
1767798575.93,2026-01-07 20:39:35,2,2,3,1.3%,125,NORMAL,0.0,0.0,0.2,False
