timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,processing_fps,alert_active,area_used_sqm,area_free_sqm
1767938745.96,2026-01-09 11:35:45,0,0,0,0.0%,18,NORMAL,0.0,0.0,0.4,0.4,False,0.00,44.19
1767938751.08,2026-01-09 11:35:51,6,6,0,4.7%,18,NORMAL,0.0,0.0,0.4,0.4,False,4.16,40.03
1767938753.15,2026-01-09 11:35:53,5,6,0,5.8%,18,NORMAL,0.0,0.0,0.4,0.4,False,3.56,40.64
1767938755.03,2026-01-09 11:35:55,5,6,5,6.4%,18,NORMAL,0.0,0.0,0.4,0.4,False,3.56,40.64
1767938756.97,2026-01-09 11:35:56,4,6,5,6.4%,18,NORMAL,0.0,0.0,0.4,0.4,False,2.92,41.28
1767938759.07,2026-01-09 11:35:59,4,6,5,6.4%,18,NORMAL,0.0,0.0,0.4,0.4,False,2.92,41.28
1767938761.16,2026-01-09 11:36:01,3,6,5,6.3%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.24,41.95
1767938763.24,2026-01-09 11:36:03,3,6,5,6.1%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.24,41.95
1767938765.41,2026-01-09 11:36:05,1,6,5,5.6%,18,NORMAL,0.0,0.0,0.5,0.5,False,0.78,43.41
1767938767.85,2026-01-09 11:36:07,4,6,5,5.7%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938770.40,2026-01-09 11:36:10,4,6,5,5.8%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938772.99,2026-01-09 11:36:12,5,6,6,6.0%,18,NORMAL,0.0,0.0,0.5,0.5,False,3.56,40.64
1767938775.49,2026-01-09 11:36:15,5,6,7,6.1%,18,NORMAL,0.0,0.0,0.5,0.5,False,3.56,40.64
1767938778.20,2026-01-09 11:36:18,4,6,8,6.2%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938780.66,2026-01-09 11:36:20,4,6,8,6.2%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938782.97,2026-01-09 11:36:22,4,6,8,6.2%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938785.58,2026-01-09 11:36:25,4,6,8,6.3%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938788.11,2026-01-09 11:36:28,4,6,8,6.3%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938790.45,2026-01-09 11:36:30,3,6,8,6.2%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.24,41.95
1767938793.03,2026-01-09 11:36:33,3,6,8,6.2%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.24,41.95
1767938795.64,2026-01-09 11:36:35,4,6,8,6.2%,18,NORMAL,0.0,0.0,0.5,0.5,False,2.92,41.28
1767938798.09,2026-01-09 11:36:38,2,6,8,6.0%,18,NORMAL,0.0,0.0,0.5,0.5,False,1.53,42.67
1767938800.68,2026-01-09 11:36:40,2,6,8,5.9%,18,NORMAL,0.0,0.0,0.5,0.5,False,1.53,42.67
1767938803.18,2026-01-09 11:36:43,2,6,8,5.8%,18,NORMAL,0.0,0.0,0.4,0.4,False,1.53,42.67
1767938805.71,2026-01-09 11:36:45,2,6,8,5.7%,18,NORMAL,0.0,0.0,0.4,0.4,False,1.53,42.67
1767938808.17,2026-01-09 11:36:48,2,6,8,5.7%,18,NORMAL,0.0,0.0,0.4,0.4,False,1.53,42.67
1767938810.65,2026-01-09 11:36:50,1,6,8,5.5%,18,NORMAL,0.0,0.0,0.4,0.4,False,0.78,43.41
1767938813.30,2026-01-09 11:36:53,1,6,8,5.4%,18,NORMAL,0.0,0.0,0.4,0.4,False,0.78,43.41
1767938816.09,2026-01-09 11:36:56,1,6,8,5.2%,18,NORMAL,0.0,0.0,0.4,0.4,False,0.78,43.41
1767938818.76,2026-01-09 11:36:58,1,6,8,5.1%,18,NORMAL,480.0,0.0,0.4,0.4,False,0.78,43.41
1767938821.63,2026-01-09 11:37:01,1,6,8,5.2%,18,NORMAL,464.5,0.0,0.4,0.4,False,0.78,43.41
1767938824.37,2026-01-09 11:37:04,1,6,8,4.9%,18,NORMAL,450.0,0.0,0.4,0.4,False,0.78,43.41
1767938827.24,2026-01-09 11:37:07,1,6,8,4.7%,18,NORMAL,436.4,0.0,0.4,0.4,False,0.78,43.41
1767938829.83,2026-01-09 11:37:09,1,6,8,4.5%,18,NORMAL,423.5,0.0,0.4,0.4,False,0.78,43.41
1767938832.36,2026-01-09 11:37:12,1,6,8,4.4%,18,NORMAL,411.4,0.0,0.4,0.4,False,0.78,43.41
1767938834.88,2026-01-09 11:37:14,0,6,7,4.1%,18,NORMAL,350.0,0.0,0.4,0.4,False,0.00,44.19
1767938837.54,2026-01-09 11:37:17,0,6,7,4.0%,18,NORMAL,340.5,0.0,0.4,0.4,False,0.00,44.19
1767938840.45,2026-01-09 11:37:20,1,6,7,3.9%,18,NORMAL,331.6,0.0,0.4,0.4,False,0.78,43.41
1767938843.44,2026-01-09 11:37:23,1,6,7,3.9%,18,NORMAL,323.1,0.0,0.4,0.4,False,0.78,43.41
1767938846.73,2026-01-09 11:37:26,1,6,7,3.7%,18,NORMAL,315.0,0.0,0.4,0.4,False,0.78,43.41
1767938850.10,2026-01-09 11:37:30,2,6,7,3.6%,18,NORMAL,307.3,0.0,0.4,0.4,False,1.53,42.67
1767938853.80,2026-01-09 11:37:33,1,6,7,3.4%,18,NORMAL,300.0,0.0,0.4,0.4,False,0.78,43.41
1767938856.95,2026-01-09 11:37:36,2,6,8,3.2%,18,NORMAL,334.9,0.0,0.4,0.4,False,1.53,42.67
1767938860.59,2026-01-09 11:37:40,2,6,8,3.1%,18,NORMAL,327.3,0.0,0.4,0.4,False,1.53,42.67
