timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,processing_fps,alert_active,area_used_sqm,area_free_sqm
1768562398.71,2026-01-16 16:49:58,0,0,0,0.0%,124,NORMAL,0.0,0.0,0.4,0.4,False,0.00,80.00
1768562402.41,2026-01-16 16:50:02,16,16,16,7.6%,124,NORMAL,0.0,0.0,0.4,0.4,False,12.14,67.86
1768562404.23,2026-01-16 16:50:04,16,16,0,10.1%,124,NORMAL,0.0,0.0,0.4,0.4,False,12.14,67.86
1768562405.87,2026-01-16 16:50:05,11,16,0,10.2%,124,NORMAL,0.0,0.0,0.5,0.5,False,8.49,71.51
1768562407.71,2026-01-16 16:50:07,10,16,9,10.1%,124,NORMAL,0.0,0.0,0.5,0.5,False,7.74,72.26
1768562409.50,2026-01-16 16:50:09,11,16,12,10.2%,124,NORMAL,0.0,0.0,0.5,0.5,False,8.49,71.51
1768562411.33,2026-01-16 16:50:11,8,16,12,9.9%,124,NORMAL,0.0,0.0,0.5,0.5,False,6.23,73.77
1768562413.20,2026-01-16 16:50:13,10,16,13,9.8%,124,NORMAL,0.0,0.0,0.5,0.5,False,7.74,72.26
1768562414.92,2026-01-16 16:50:14,10,16,13,9.8%,124,NORMAL,0.0,0.0,0.5,0.5,False,7.74,72.26
1768562416.62,2026-01-16 16:50:16,11,16,15,9.9%,124,NORMAL,0.0,0.0,0.5,0.5,False,8.49,71.51
1768562418.51,2026-01-16 16:50:18,12,16,15,10.0%,124,NORMAL,0.0,0.0,0.5,0.5,False,9.23,70.77
1768562420.43,2026-01-16 16:50:20,9,16,16,9.9%,124,NORMAL,0.0,0.0,0.5,0.5,False,6.99,73.01
1768562422.30,2026-01-16 16:50:22,9,16,16,9.8%,124,NORMAL,0.0,0.0,0.5,0.5,False,6.99,73.01
1768562424.26,2026-01-16 16:50:24,10,16,17,9.8%,124,NORMAL,0.0,0.0,0.5,0.5,False,7.74,72.26
1768562426.43,2026-01-16 16:50:26,11,16,17,9.9%,124,NORMAL,0.0,0.0,0.5,0.5,False,8.49,71.51
1768562428.41,2026-01-16 16:50:28,11,16,18,9.9%,124,NORMAL,0.0,0.0,0.5,0.5,False,8.49,71.51
1768562430.33,2026-01-16 16:50:30,11,16,18,10.0%,124,NORMAL,1045.2,0.0,0.5,0.5,False,8.49,71.51
1768562432.27,2026-01-16 16:50:32,12,16,18,10.1%,124,NORMAL,981.8,0.0,0.5,0.5,False,9.23,70.77
1768562434.27,2026-01-16 16:50:34,11,16,19,10.1%,124,NORMAL,977.1,0.0,0.5,0.5,False,8.49,71.51
1768562436.18,2026-01-16 16:50:36,9,16,19,10.0%,124,NORMAL,924.3,0.0,0.5,0.5,False,6.99,73.01
1768562438.40,2026-01-16 16:50:38,11,16,19,10.0%,124,NORMAL,876.9,0.0,0.5,0.5,False,8.49,71.51
1768562440.57,2026-01-16 16:50:40,12,16,19,10.1%,124,NORMAL,834.1,0.0,0.5,0.5,False,9.23,70.77
1768562442.61,2026-01-16 16:50:42,10,16,22,10.1%,124,NORMAL,920.9,0.0,0.5,0.5,False,7.74,72.26
1768562444.65,2026-01-16 16:50:44,10,16,22,10.1%,124,NORMAL,880.0,0.0,0.5,0.5,False,7.74,72.26
1768562446.65,2026-01-16 16:50:46,11,16,23,10.1%,124,NORMAL,880.9,0.0,0.5,0.5,False,8.49,71.51
1768562448.72,2026-01-16 16:50:48,11,16,23,10.1%,124,NORMAL,844.9,0.0,0.5,0.5,False,8.49,71.51
1768562450.84,2026-01-16 16:50:50,10,16,25,10.1%,124,NORMAL,882.4,0.0,0.5,0.5,False,7.74,72.26
1768562453.20,2026-01-16 16:50:53,9,16,25,10.1%,124,NORMAL,849.1,0.0,0.5,0.5,False,6.99,73.01
1768562455.22,2026-01-16 16:50:55,10,16,25,10.0%,124,NORMAL,818.2,0.0,0.5,0.5,False,7.74,72.26
