timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767797671.75,2026-01-07 20:24:31,0,0,0,0.0%,152,NORMAL,0.0,0.0,1.1,False
1767797672.78,2026-01-07 20:24:32,0,0,0,0.0%,152,NORMAL,0.0,0.0,4.2,False
1767797673.80,2026-01-07 20:24:33,0,0,0,0.0%,152,NORMAL,0.0,0.0,5.8,False
1767797674.80,2026-01-07 20:24:34,0,0,0,0.0%,152,NORMAL,0.0,0.0,7.1,False
1767797675.81,2026-01-07 20:24:35,0,0,0,0.0%,152,NORMAL,0.0,0.0,8.6,False
1767797676.88,2026-01-07 20:24:36,0,0,0,0.0%,152,NORMAL,0.0,0.0,9.6,False
1767797677.93,2026-01-07 20:24:37,0,0,0,0.0%,152,NORMAL,0.0,0.0,10.2,False
1767797678.96,2026-01-07 20:24:38,0,0,0,0.0%,152,NORMAL,0.0,0.0,10.5,False
1767797680.03,2026-01-07 20:24:40,0,0,0,0.0%,152,NORMAL,0.0,0.0,10.8,False
1767797681.08,2026-01-07 20:24:41,0,0,0,0.0%,152,NORMAL,0.0,0.0,11.6,False
