timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767874986.38,2026-01-08 17:53:06,0,0,0,0.0%,125,NORMAL,0.0,0.0,0.2,False
1767874993.43,2026-01-08 17:53:13,14,14,14,6.7%,125,NORMAL,0.0,0.0,0.2,False
1767874997.53,2026-01-08 17:53:17,11,14,14,8.0%,125,NORMAL,0.0,0.0,0.2,False
1767875001.70,2026-01-08 17:53:21,11,14,15,8.6%,125,NORMAL,0.0,0.0,0.2,False
1767875005.88,2026-01-08 17:53:25,16,16,18,9.9%,125,NORMAL,0.0,0.0,0.2,False
1767875010.11,2026-01-08 17:53:30,15,16,20,10.6%,125,NORMAL,0.0,0.0,0.2,False
1767875014.15,2026-01-08 17:53:34,13,16,21,10.9%,125,NORMAL,0.0,0.0,0.2,False
1767875018.18,2026-01-08 17:53:38,15,16,21,11.3%,125,NORMAL,0.0,0.0,0.2,False
1767875022.22,2026-01-08 17:53:42,13,16,23,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767875026.38,2026-01-08 17:53:46,12,16,23,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767875030.77,2026-01-08 17:53:50,13,16,23,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875034.83,2026-01-08 17:53:54,11,16,24,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875038.79,2026-01-08 17:53:58,11,16,26,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767875043.05,2026-01-08 17:54:03,12,16,26,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767875047.20,2026-01-08 17:54:07,11,16,26,11.3%,125,NORMAL,0.0,0.0,0.2,False
1767875051.32,2026-01-08 17:54:11,12,16,26,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767875055.42,2026-01-08 17:54:15,14,16,28,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875060.07,2026-01-08 17:54:20,12,16,28,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875064.45,2026-01-08 17:54:24,12,16,28,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875068.80,2026-01-08 17:54:28,14,16,29,11.6%,125,NORMAL,0.0,0.0,0.2,False
1767875073.27,2026-01-08 17:54:33,14,16,29,11.7%,125,NORMAL,0.0,0.0,0.2,False
1767875077.67,2026-01-08 17:54:37,11,16,29,11.6%,125,NORMAL,0.0,0.0,0.2,False
1767875082.19,2026-01-08 17:54:42,11,16,30,11.6%,125,NORMAL,0.0,0.0,0.2,False
1767875086.67,2026-01-08 17:54:46,10,16,31,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875091.04,2026-01-08 17:54:51,13,16,33,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767875095.55,2026-01-08 17:54:55,14,16,34,11.6%,125,NORMAL,0.0,0.0,0.2,False
1767875100.14,2026-01-08 17:55:00,14,16,35,11.7%,125,NORMAL,0.0,0.0,0.2,False
1767875104.78,2026-01-08 17:55:04,12,16,35,11.6%,125,NORMAL,0.0,0.0,0.2,False
1767875109.45,2026-01-08 17:55:09,15,16,36,11.7%,125,NORMAL,0.0,0.0,0.2,False
1767875114.09,2026-01-08 17:55:14,15,16,36,11.8%,125,NORMAL,2160.0,0.0,0.2,False
1767875118.60,2026-01-08 17:55:18,13,16,37,12.2%,125,NORMAL,2148.4,0.0,0.2,False
1767875123.46,2026-01-08 17:55:23,15,16,37,12.3%,125,NORMAL,2081.2,0.0,0.2,False
1767875128.00,2026-01-08 17:55:28,15,16,37,12.4%,125,NORMAL,2018.2,0.0,0.2,False
1767875132.68,2026-01-08 17:55:32,16,16,37,12.5%,125,NORMAL,1958.8,0.0,0.2,False
1767875137.31,2026-01-08 17:55:37,14,16,38,12.5%,125,NORMAL,1954.3,0.0,0.2,False
1767875141.95,2026-01-08 17:55:41,16,16,38,12.5%,125,NORMAL,1900.0,0.0,0.2,False
1767875146.55,2026-01-08 17:55:46,15,16,38,12.6%,125,NORMAL,1848.6,0.0,0.2,False
1767875151.47,2026-01-08 17:55:51,16,16,40,12.6%,125,NORMAL,1894.7,0.0,0.2,False
