timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767807614.79,2026-01-07 23:10:14,0,0,0,0.0%,125,NORMAL,0.0,0.0,0.1,False
1767807625.24,2026-01-07 23:10:25,12,12,12,5.8%,125,NORMAL,0.0,0.0,0.2,False
1767807631.13,2026-01-07 23:10:31,12,12,12,7.7%,125,NORMAL,0.0,0.0,0.2,False
1767807637.23,2026-01-07 23:10:37,12,12,13,8.6%,125,NORMAL,0.0,0.0,0.2,False
1767807643.24,2026-01-07 23:10:43,12,12,13,9.2%,125,NORMAL,0.0,0.0,0.2,False
1767807649.20,2026-01-07 23:10:49,14,14,15,9.9%,125,NORMAL,0.0,0.0,0.2,False
1767807654.75,2026-01-07 23:10:54,13,14,15,10.3%,125,NORMAL,0.0,0.0,0.2,False
1767807660.18,2026-01-07 23:11:00,12,14,15,10.4%,125,NORMAL,0.0,0.0,0.2,False
1767807665.83,2026-01-07 23:11:05,12,14,15,10.5%,125,NORMAL,0.0,0.0,0.2,False
1767807671.49,2026-01-07 23:11:11,13,14,16,10.7%,125,NORMAL,0.0,0.0,0.2,False
1767807677.11,2026-01-07 23:11:17,14,14,16,11.0%,125,NORMAL,0.0,0.0,0.2,False
1767807682.69,2026-01-07 23:11:22,13,14,16,11.1%,125,NORMAL,0.0,0.0,0.2,False
1767807688.07,2026-01-07 23:11:28,13,14,16,11.2%,125,NORMAL,0.0,0.0,0.2,False
1767807693.47,2026-01-07 23:11:33,13,14,16,11.3%,125,NORMAL,0.0,0.0,0.2,False
1767807698.91,2026-01-07 23:11:38,13,14,16,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767807704.34,2026-01-07 23:11:44,13,14,16,11.4%,125,NORMAL,0.0,0.0,0.2,False
1767807709.94,2026-01-07 23:11:49,14,14,17,11.5%,125,NORMAL,0.0,0.0,0.2,False
1767807715.48,2026-01-07 23:11:55,15,15,18,11.7%,125,NORMAL,0.0,0.0,0.2,False
1767807721.00,2026-01-07 23:12:01,12,15,18,11.7%,125,NORMAL,0.0,0.0,0.2,False
1767807726.54,2026-01-07 23:12:06,13,15,18,11.7%,125,NORMAL,0.0,0.0,0.2,False
1767807732.04,2026-01-07 23:12:12,15,15,18,11.8%,125,NORMAL,0.0,0.0,0.2,False
1767807738.25,2026-01-07 23:12:18,15,15,18,11.9%,125,NORMAL,0.0,0.0,0.2,False
1767807744.46,2026-01-07 23:12:24,14,15,18,12.0%,125,NORMAL,0.0,0.0,0.2,False
1767807750.79,2026-01-07 23:12:30,14,15,18,12.1%,125,NORMAL,0.0,0.0,0.2,False
1767807756.80,2026-01-07 23:12:36,13,15,18,12.1%,125,NORMAL,0.0,0.0,0.2,False
1767807763.03,2026-01-07 23:12:43,14,15,18,12.1%,125,NORMAL,0.0,0.0,0.2,False
