timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,alert_active
1767694237.02,2026-01-06 15:40:37,23,23,24,17.8%,152,NORMAL,0.0,0.0,6.5,False
1767694238.07,2026-01-06 15:40:38,25,25,28,18.5%,152,NORMAL,0.0,0.0,7.1,False
1767694239.58,2026-01-06 15:40:39,27,29,33,19.2%,152,NORMAL,0.0,0.0,7.6,False
1767694241.00,2026-01-06 15:40:40,25,29,35,19.2%,152,NORMAL,0.0,0.0,7.9,False
1767694242.54,2026-01-06 15:40:42,27,29,40,19.5%,152,NORMAL,0.0,0.0,8.1,False
1767694243.99,2026-01-06 15:40:43,27,29,43,19.7%,152,NORMAL,0.0,0.0,8.2,False
1767694245.38,2026-01-06 15:40:45,26,29,43,19.7%,152,NORMAL,2496.8,0.0,8.4,False
1767694246.91,2026-01-06 15:40:46,28,29,44,19.9%,152,NORMAL,2200.0,0.0,8.5,False
1767694248.43,2026-01-06 15:40:48,25,29,49,19.8%,152,NORMAL,2151.2,0.0,8.6,False
1767694250.03,2026-01-06 15:40:50,30,30,52,20.1%,152,NORMAL,2034.8,0.0,8.7,False
1767694251.78,2026-01-06 15:40:51,29,31,53,20.3%,152,NORMAL,1870.6,0.0,8.7,False
1767694253.59,2026-01-06 15:40:53,27,31,55,20.3%,152,NORMAL,1767.9,0.0,8.8,False
1767694255.20,2026-01-06 15:40:55,27,31,55,20.3%,152,NORMAL,1623.0,0.0,8.8,False
1767694256.90,2026-01-06 15:40:56,28,31,57,20.4%,152,NORMAL,1554.5,0.0,8.7,False
1767694258.59,2026-01-06 15:40:58,29,31,58,20.5%,152,NORMAL,1470.4,0.0,8.7,False
1767694260.24,2026-01-06 15:41:00,29,31,59,20.6%,152,NORMAL,1397.4,0.0,8.6,False
1767694261.72,2026-01-06 15:41:01,29,31,60,20.7%,152,NORMAL,1333.3,0.0,8.6,False
1767694263.20,2026-01-06 15:41:03,28,31,62,20.7%,152,NORMAL,1297.7,0.0,8.6,False
1767694264.65,2026-01-06 15:41:04,27,31,62,20.7%,152,NORMAL,1226.4,0.0,8.6,False
1767694266.23,2026-01-06 15:41:06,28,31,64,20.7%,152,NORMAL,1200.0,0.0,8.7,False
