timestamp,datetime,current_occupancy,peak_occupancy,unique_people,utilization_pct,est_capacity,capacity_status,flow_rate_per_min,avg_dwell_time_sec,processing_fps,processing_fps,alert_active,area_used_sqm,area_free_sqm
1768822514.31,2026-01-19 17:05:14,0,0,0,0.0%,78,NORMAL,0.0,0.0,0.2,0.2,False,0.00,50.00
1768822519.33,2026-01-19 17:05:19,4,4,4,3.1%,78,NORMAL,0.0,0.0,0.2,0.2,False,3.13,46.87
1768822524.47,2026-01-19 17:05:24,4,4,0,4.2%,78,NORMAL,0.0,0.0,0.2,0.2,False,3.13,46.87
1768822529.55,2026-01-19 17:05:29,4,4,0,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,3.13,46.87
1768822534.68,2026-01-19 17:05:34,3,4,3,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,2.36,47.64
1768822540.26,2026-01-19 17:05:40,3,4,3,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,2.36,47.64
1768822541.30,2026-01-19 17:05:41,3,4,4,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,2.36,47.64
1768822546.85,2026-01-19 17:05:46,3,4,3,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,2.36,47.64
1768822552.46,2026-01-19 17:05:52,3,4,3,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,2.36,47.64
1768822558.25,2026-01-19 17:05:58,3,4,3,4.7%,78,NORMAL,0.0,0.0,0.2,0.2,False,2.36,47.64
1768822563.61,2026-01-19 17:06:03,2,4,3,4.6%,78,NORMAL,0.0,0.0,0.2,0.2,False,1.58,48.42
